N,eps_H
-2.0120000000e+00,1.4931660132e+00
-2.0080000000e+00,1.4930680101e+00
-2.0040000000e+00,1.4929689114e+00
-2.0000000000e+00,1.4928687038e+00
-1.9960000000e+00,1.4927673741e+00
-1.9920000000e+00,1.4926649087e+00
-1.9880000000e+00,1.4925612939e+00
-1.9840000000e+00,1.4924565160e+00
-1.9800000000e+00,1.4923505610e+00
-1.9760000000e+00,1.4922434148e+00
-1.9720000000e+00,1.4921350630e+00
-1.9680000000e+00,1.4920254913e+00
-1.9640000000e+00,1.4919146850e+00
-1.9600000000e+00,1.4918026293e+00
-1.9560000000e+00,1.4916893093e+00
-1.9520000000e+00,1.4915747098e+00
-1.9480000000e+00,1.4914588156e+00
-1.9440000000e+00,1.4913416112e+00
-1.9400000000e+00,1.4912230809e+00
-1.9360000000e+00,1.4911032090e+00
-1.9320000000e+00,1.4909819793e+00
-1.9280000000e+00,1.4908593758e+00
-1.9240000000e+00,1.4907353821e+00
-1.9200000000e+00,1.4906099816e+00
-1.9160000000e+00,1.4904831575e+00
-1.9120000000e+00,1.4903548930e+00
-1.9080000000e+00,1.4902251709e+00
-1.9040000000e+00,1.4900939739e+00
-1.9000000000e+00,1.4899612845e+00
-1.8960000000e+00,1.4898270850e+00
-1.8920000000e+00,1.4896913574e+00
-1.8880000000e+00,1.4895540837e+00
-1.8840000000e+00,1.4894152455e+00
-1.8800000000e+00,1.4892748243e+00
-1.8760000000e+00,1.4891328014e+00
-1.8720000000e+00,1.4889891578e+00
-1.8680000000e+00,1.4888438744e+00
-1.8640000000e+00,1.4886969318e+00
-1.8600000000e+00,1.4885483104e+00
-1.8560000000e+00,1.4883979904e+00
-1.8520000000e+00,1.4882459517e+00
-1.8480000000e+00,1.4880921742e+00
-1.8440000000e+00,1.4879366373e+00
-1.8400000000e+00,1.4877793203e+00
-1.8360000000e+00,1.4876202023e+00
-1.8320000000e+00,1.4874592621e+00
-1.8280000000e+00,1.4872964783e+00
-1.8240000000e+00,1.4871318292e+00
-1.8200000000e+00,1.4869652929e+00
-1.8160000000e+00,1.4867968473e+00
-1.8120000000e+00,1.4866264700e+00
-1.8080000000e+00,1.4864541384e+00
-1.8040000000e+00,1.4862798296e+00
-1.8000000000e+00,1.4861035205e+00
-1.7960000000e+00,1.4859251876e+00
-1.7920000000e+00,1.4857448073e+00
-1.7880000000e+00,1.4855623557e+00
-1.7840000000e+00,1.4853778087e+00
-1.7800000000e+00,1.4851911417e+00
-1.7760000000e+00,1.4850023301e+00
-1.7720000000e+00,1.4848113488e+00
-1.7680000000e+00,1.4846181727e+00
-1.7640000000e+00,1.4844227762e+00
-1.7600000000e+00,1.4842251334e+00
-1.7560000000e+00,1.4840252183e+00
-1.7520000000e+00,1.4838230044e+00
-1.7480000000e+00,1.4836184652e+00
-1.7440000000e+00,1.4834115735e+00
-1.7400000000e+00,1.4832023023e+00
-1.7360000000e+00,1.4829906239e+00
-1.7320000000e+00,1.4827765104e+00
-1.7280000000e+00,1.4825599337e+00
-1.7240000000e+00,1.4823408653e+00
-1.7200000000e+00,1.4821192766e+00
-1.7160000000e+00,1.4818951382e+00
-1.7120000000e+00,1.4816684210e+00
-1.7080000000e+00,1.4814390951e+00
-1.7040000000e+00,1.4812071306e+00
-1.7000000000e+00,1.4809724970e+00
-1.6960000000e+00,1.4807351637e+00
-1.6920000000e+00,1.4804950996e+00
-1.6880000000e+00,1.4802522735e+00
-1.6840000000e+00,1.4800066535e+00
-1.6800000000e+00,1.4797582078e+00
-1.6760000000e+00,1.4795069039e+00
-1.6720000000e+00,1.4792527092e+00
-1.6680000000e+00,1.4789955906e+00
-1.6640000000e+00,1.4787355146e+00
-1.6600000000e+00,1.4784724475e+00
-1.6560000000e+00,1.4782063552e+00
-1.6520000000e+00,1.4779372032e+00
-1.6480000000e+00,1.4776649567e+00
-1.6440000000e+00,1.4773895805e+00
-1.6400000000e+00,1.4771110389e+00
-1.6360000000e+00,1.4768292960e+00
-1.6320000000e+00,1.4765443156e+00
-1.6280000000e+00,1.4762560608e+00
-1.6240000000e+00,1.4759644947e+00
-1.6200000000e+00,1.4756695796e+00
-1.6160000000e+00,1.4753712778e+00
-1.6120000000e+00,1.4750695510e+00
-1.6080000000e+00,1.4747643605e+00
-1.6040000000e+00,1.4744556673e+00
-1.6000000000e+00,1.4741434319e+00
-1.5960000000e+00,1.4738276144e+00
-1.5920000000e+00,1.4735081746e+00
-1.5880000000e+00,1.4731850718e+00
-1.5840000000e+00,1.4728582648e+00
-1.5800000000e+00,1.4725277123e+00
-1.5760000000e+00,1.4721933721e+00
-1.5720000000e+00,1.4718552019e+00
-1.5680000000e+00,1.4715131590e+00
-1.5640000000e+00,1.4711672001e+00
-1.5600000000e+00,1.4708172815e+00
-1.5560000000e+00,1.4704633591e+00
-1.5520000000e+00,1.4701053884e+00
-1.5480000000e+00,1.4697433243e+00
-1.5440000000e+00,1.4693771215e+00
-1.5400000000e+00,1.4690067339e+00
-1.5360000000e+00,1.4686321153e+00
-1.5320000000e+00,1.4682532189e+00
-1.5280000000e+00,1.4678699972e+00
-1.5240000000e+00,1.4674824027e+00
-1.5200000000e+00,1.4670903871e+00
-1.5160000000e+00,1.4666939016e+00
-1.5120000000e+00,1.4662928972e+00
-1.5080000000e+00,1.4658873242e+00
-1.5040000000e+00,1.4654771324e+00
-1.5000000000e+00,1.4650622713e+00
-1.4960000000e+00,1.4646426897e+00
-1.4920000000e+00,1.4642183360e+00
-1.4880000000e+00,1.4637891582e+00
-1.4840000000e+00,1.4633551037e+00
-1.4800000000e+00,1.4629161194e+00
-1.4760000000e+00,1.4624721516e+00
-1.4720000000e+00,1.4620231463e+00
-1.4680000000e+00,1.4615690489e+00
-1.4640000000e+00,1.4611098042e+00
-1.4600000000e+00,1.4606453566e+00
-1.4560000000e+00,1.4601756499e+00
-1.4520000000e+00,1.4597006275e+00
-1.4480000000e+00,1.4592202321e+00
-1.4440000000e+00,1.4587344059e+00
-1.4400000000e+00,1.4582430908e+00
-1.4360000000e+00,1.4577462278e+00
-1.4320000000e+00,1.4572437577e+00
-1.4280000000e+00,1.4567356206e+00
-1.4240000000e+00,1.4562217560e+00
-1.4200000000e+00,1.4557021029e+00
-1.4160000000e+00,1.4551765999e+00
-1.4120000000e+00,1.4546451848e+00
-1.4080000000e+00,1.4541077951e+00
-1.4040000000e+00,1.4535643675e+00
-1.4000000000e+00,1.4530148383e+00
-1.3960000000e+00,1.4524591433e+00
-1.3920000000e+00,1.4518972175e+00
-1.3880000000e+00,1.4513289955e+00
-1.3840000000e+00,1.4507544113e+00
-1.3800000000e+00,1.4501733985e+00
-1.3760000000e+00,1.4495858897e+00
-1.3720000000e+00,1.4489918174e+00
-1.3680000000e+00,1.4483911133e+00
-1.3640000000e+00,1.4477837085e+00
-1.3600000000e+00,1.4471695335e+00
-1.3560000000e+00,1.4465485184e+00
-1.3520000000e+00,1.4459205926e+00
-1.3480000000e+00,1.4452856848e+00
-1.3440000000e+00,1.4446437234e+00
-1.3400000000e+00,1.4439946359e+00
-1.3360000000e+00,1.4433383495e+00
-1.3320000000e+00,1.4426747907e+00
-1.3280000000e+00,1.4420038853e+00
-1.3240000000e+00,1.4413255586e+00
-1.3200000000e+00,1.4406397354e+00
-1.3160000000e+00,1.4399463398e+00
-1.3120000000e+00,1.4392452953e+00
-1.3080000000e+00,1.4385365248e+00
-1.3040000000e+00,1.4378199508e+00
-1.3000000000e+00,1.4370954949e+00
-1.2960000000e+00,1.4363630784e+00
-1.2920000000e+00,1.4356226219e+00
-1.2880000000e+00,1.4348740452e+00
-1.2840000000e+00,1.4341172679e+00
-1.2800000000e+00,1.4333522087e+00
-1.2760000000e+00,1.4325787859e+00
-1.2720000000e+00,1.4317969170e+00
-1.2680000000e+00,1.4310065192e+00
-1.2640000000e+00,1.4302075089e+00
-1.2600000000e+00,1.4293998019e+00
-1.2560000000e+00,1.4285833136e+00
-1.2520000000e+00,1.4277579586e+00
-1.2480000000e+00,1.4269236511e+00
-1.2440000000e+00,1.4260803047e+00
-1.2400000000e+00,1.4252278323e+00
-1.2360000000e+00,1.4243661463e+00
-1.2320000000e+00,1.4234951586e+00
-1.2280000000e+00,1.4226147804e+00
-1.2240000000e+00,1.4217249225e+00
-1.2200000000e+00,1.4208254949e+00
-1.2160000000e+00,1.4199164073e+00
-1.2120000000e+00,1.4189975687e+00
-1.2080000000e+00,1.4180688876e+00
-1.2040000000e+00,1.4171302719e+00
-1.2000000000e+00,1.4161816290e+00
-1.1960000000e+00,1.4152228657e+00
-1.1920000000e+00,1.4142538884e+00
-1.1880000000e+00,1.4132746030e+00
-1.1840000000e+00,1.4122849146e+00
-1.1800000000e+00,1.4112847280e+00
-1.1760000000e+00,1.4102739474e+00
-1.1720000000e+00,1.4092524767e+00
-1.1680000000e+00,1.4082202191e+00
-1.1640000000e+00,1.4071770772e+00
-1.1600000000e+00,1.4061229535e+00
-1.1560000000e+00,1.4050577496e+00
-1.1520000000e+00,1.4039813670e+00
-1.1480000000e+00,1.4028937064e+00
-1.1440000000e+00,1.4017946683e+00
-1.1400000000e+00,1.4006841526e+00
-1.1360000000e+00,1.3995620589e+00
-1.1320000000e+00,1.3984282863e+00
-1.1280000000e+00,1.3972827334e+00
-1.1240000000e+00,1.3961252985e+00
-1.1200000000e+00,1.3949558795e+00
-1.1160000000e+00,1.3937743739e+00
-1.1120000000e+00,1.3925806788e+00
-1.1080000000e+00,1.3913746909e+00
-1.1040000000e+00,1.3901563065e+00
-1.1000000000e+00,1.3889254218e+00
-1.0960000000e+00,1.3876819325e+00
-1.0920000000e+00,1.3864257339e+00
-1.0880000000e+00,1.3851567211e+00
-1.0840000000e+00,1.3838747889e+00
-1.0800000000e+00,1.3825798318e+00
-1.0760000000e+00,1.3812717441e+00
-1.0720000000e+00,1.3799504197e+00
-1.0680000000e+00,1.3786157524e+00
-1.0640000000e+00,1.3772676358e+00
-1.0600000000e+00,1.3759059631e+00
-1.0560000000e+00,1.3745306275e+00
-1.0520000000e+00,1.3731415219e+00
-1.0480000000e+00,1.3717385393e+00
-1.0440000000e+00,1.3703215721e+00
-1.0400000000e+00,1.3688905131e+00
-1.0360000000e+00,1.3674452545e+00
-1.0320000000e+00,1.3659856888e+00
-1.0280000000e+00,1.3645117083e+00
-1.0240000000e+00,1.3630232052e+00
-1.0200000000e+00,1.3615200717e+00
-1.0160000000e+00,1.3600022000e+00
-1.0120000000e+00,1.3584694824e+00
-1.0080000000e+00,1.3569218110e+00
-1.0040000000e+00,1.3553590783e+00
-1.0000000000e+00,1.3537811765e+00
-9.9600000000e-01,1.3521879983e+00
-9.9200000000e-01,1.3505794361e+00
-9.8800000000e-01,1.3489553828e+00
-9.8400000000e-01,1.3473157313e+00
-9.8000000000e-01,1.3456603747e+00
-9.7600000000e-01,1.3439892064e+00
-9.7200000000e-01,1.3423021200e+00
-9.6800000000e-01,1.3405990094e+00
-9.6400000000e-01,1.3388797687e+00
-9.6000000000e-01,1.3371442924e+00
-9.5600000000e-01,1.3353924753e+00
-9.5200000000e-01,1.3336242128e+00
-9.4800000000e-01,1.3318394004e+00
-9.4400000000e-01,1.3300379342e+00
-9.4000000000e-01,1.3282197108e+00
-9.3600000000e-01,1.3263846272e+00
-9.3200000000e-01,1.3245325810e+00
-9.2800000000e-01,1.3226634703e+00
-9.2400000000e-01,1.3207771939e+00
-9.2000000000e-01,1.3188736510e+00
-9.1600000000e-01,1.3169527416e+00
-9.1200000000e-01,1.3150143665e+00
-9.0800000000e-01,1.3130584271e+00
-9.0400000000e-01,1.3110848254e+00
-9.0000000000e-01,1.3090934645e+00
-8.9600000000e-01,1.3070842481e+00
-8.9200000000e-01,1.3050570808e+00
-8.8800000000e-01,1.3030118681e+00
-8.8400000000e-01,1.3009485165e+00
-8.8000000000e-01,1.2988669333e+00
-8.7600000000e-01,1.2967670270e+00
-8.7200000000e-01,1.2946487070e+00
-8.6800000000e-01,1.2925118838e+00
-8.6400000000e-01,1.2903564691e+00
-8.6000000000e-01,1.2881823756e+00
-8.5600000000e-01,1.2859895174e+00
-8.5200000000e-01,1.2837778095e+00
-8.4800000000e-01,1.2815471685e+00
-8.4400000000e-01,1.2792975122e+00
-8.4000000000e-01,1.2770287597e+00
-8.3600000000e-01,1.2747408315e+00
-8.3200000000e-01,1.2724336496e+00
-8.2800000000e-01,1.2701071375e+00
-8.2400000000e-01,1.2677612200e+00
-8.2000000000e-01,1.2653958236e+00
-8.1600000000e-01,1.2630108765e+00
-8.1200000000e-01,1.2606063085e+00
-8.0800000000e-01,1.2581820508e+00
-8.0400000000e-01,1.2557380368e+00
-8.0000000000e-01,1.2532742012e+00
-7.9600000000e-01,1.2507904809e+00
-7.9200000000e-01,1.2482868145e+00
-7.8800000000e-01,1.2457631424e+00
-7.8400000000e-01,1.2432194072e+00
-7.8000000000e-01,1.2406555531e+00
-7.7600000000e-01,1.2380715268e+00
-7.7200000000e-01,1.2354672767e+00
-7.6800000000e-01,1.2328427536e+00
-7.6400000000e-01,1.2301979102e+00
-7.6000000000e-01,1.2275327017e+00
-7.5600000000e-01,1.2248470853e+00
-7.5200000000e-01,1.2221410207e+00
-7.4800000000e-01,1.2194144698e+00
-7.4400000000e-01,1.2166673969e+00
-7.4000000000e-01,1.2138997690e+00
-7.3600000000e-01,1.2111115551e+00
-7.3200000000e-01,1.2083027272e+00
-7.2800000000e-01,1.2054732595e+00
-7.2400000000e-01,1.2026231291e+00
-7.2000000000e-01,1.1997523156e+00
-7.1600000000e-01,1.1968608014e+00
-7.1200000000e-01,1.1939485714e+00
-7.0800000000e-01,1.1910156136e+00
-7.0400000000e-01,1.1880619187e+00
-7.0000000000e-01,1.1850874802e+00
-6.9600000000e-01,1.1820922947e+00
-6.9200000000e-01,1.1790763615e+00
-6.8800000000e-01,1.1760396830e+00
-6.8400000000e-01,1.1729822649e+00
-6.8000000000e-01,1.1699041156e+00
-6.7600000000e-01,1.1668052468e+00
-6.7200000000e-01,1.1636856734e+00
-6.6800000000e-01,1.1605454133e+00
-6.6400000000e-01,1.1573844879e+00
-6.6000000000e-01,1.1542029217e+00
-6.5600000000e-01,1.1510007426e+00
-6.5200000000e-01,1.1477779817e+00
-6.4800000000e-01,1.1445346737e+00
-6.4400000000e-01,1.1412708565e+00
-6.4000000000e-01,1.1379865716e+00
-6.3600000000e-01,1.1346818640e+00
-6.3200000000e-01,1.1313567821e+00
-6.2800000000e-01,1.1280113779e+00
-6.2400000000e-01,1.1246457070e+00
-6.2000000000e-01,1.1212598287e+00
-6.1600000000e-01,1.1178538057e+00
-6.1200000000e-01,1.1144277045e+00
-6.0800000000e-01,1.1109815955e+00
-6.0400000000e-01,1.1075155524e+00
-6.0000000000e-01,1.1040296529e+00
-5.9600000000e-01,1.1005239785e+00
-5.9200000000e-01,1.0969986144e+00
-5.8800000000e-01,1.0934536495e+00
-5.8400000000e-01,1.0898891769e+00
-5.8000000000e-01,1.0863052931e+00
-5.7600000000e-01,1.0827020987e+00
-5.7200000000e-01,1.0790796982e+00
-5.6800000000e-01,1.0754381999e+00
-5.6400000000e-01,1.0717777161e+00
-5.6000000000e-01,1.0680983629e+00
-5.5600000000e-01,1.0644002605e+00
-5.5200000000e-01,1.0606835328e+00
-5.4800000000e-01,1.0569483080e+00
-5.4400000000e-01,1.0531947178e+00
-5.4000000000e-01,1.0494228983e+00
-5.3600000000e-01,1.0456329892e+00
-5.3200000000e-01,1.0418251345e+00
-5.2800000000e-01,1.0379994818e+00
-5.2400000000e-01,1.0341561830e+00
-5.2000000000e-01,1.0302953936e+00
-5.1600000000e-01,1.0264172734e+00
-5.1200000000e-01,1.0225219860e+00
-5.0800000000e-01,1.0186096988e+00
-5.0400000000e-01,1.0146805833e+00
-5.0000000000e-01,1.0107348149e+00
-4.9600000000e-01,1.0067725728e+00
-4.9200000000e-01,1.0027940401e+00
-4.8800000000e-01,9.9879940390e-01
-4.8400000000e-01,9.9478885493e-01
-4.8000000000e-01,9.9076258790e-01
-4.7600000000e-01,9.8672080126e-01
-4.7200000000e-01,9.8266369727e-01
-4.6800000000e-01,9.7859148190e-01
-4.6400000000e-01,9.7450436486e-01
-4.6000000000e-01,9.7040255956e-01
-4.5600000000e-01,9.6628628305e-01
-4.5200000000e-01,9.6215575602e-01
-4.4800000000e-01,9.5801120273e-01
-4.4400000000e-01,9.5385285102e-01
-4.4000000000e-01,9.4968093222e-01
-4.3600000000e-01,9.4549568114e-01
-4.3200000000e-01,9.4129733601e-01
-4.2800000000e-01,9.3708613847e-01
-4.2400000000e-01,9.3286233347e-01
-4.2000000000e-01,9.2862616925e-01
-4.1600000000e-01,9.2437789731e-01
-4.1200000000e-01,9.2011777233e-01
-4.0800000000e-01,9.1584605211e-01
-4.0400000000e-01,9.1156299755e-01
-4.0000000000e-01,9.0726887256e-01
-3.9600000000e-01,9.0296394401e-01
-3.9200000000e-01,8.9864848170e-01
-3.8800000000e-01,8.9432275825e-01
-3.8400000000e-01,8.8998704905e-01
-3.8000000000e-01,8.8564163223e-01
-3.7600000000e-01,8.8128678856e-01
-3.7200000000e-01,8.7692280137e-01
-3.6800000000e-01,8.7254995654e-01
-3.6400000000e-01,8.6816854234e-01
-3.6000000000e-01,8.6377884945e-01
-3.5600000000e-01,8.5938117083e-01
-3.5200000000e-01,8.5497580166e-01
-3.4800000000e-01,8.5056303925e-01
-3.4400000000e-01,8.4614318299e-01
-3.4000000000e-01,8.4171653426e-01
-3.3600000000e-01,8.3728339634e-01
-3.3200000000e-01,8.3284407433e-01
-3.2800000000e-01,8.2839887508e-01
-3.2400000000e-01,8.2394810711e-01
-3.2000000000e-01,8.1949208051e-01
-3.1600000000e-01,8.1503110685e-01
-3.1200000000e-01,8.1056549912e-01
-3.0800000000e-01,8.0609557164e-01
-3.0400000000e-01,8.0162163993e-01
-3.0000000000e-01,7.9714402068e-01
-2.9600000000e-01,7.9266303163e-01
-2.9200000000e-01,7.8817899147e-01
-2.8800000000e-01,7.8369221979e-01
-2.8400000000e-01,7.7920303693e-01
-2.8000000000e-01,7.7471176396e-01
-2.7600000000e-01,7.7021872253e-01
-2.7200000000e-01,7.6572423480e-01
-2.6800000000e-01,7.6122862336e-01
-2.6400000000e-01,7.5673221109e-01
-2.6000000000e-01,7.5223532115e-01
-2.5600000000e-01,7.4773827680e-01
-2.5200000000e-01,7.4324140137e-01
-2.4800000000e-01,7.3874501812e-01
-2.4400000000e-01,7.3424945019e-01
-2.4000000000e-01,7.2975502048e-01
-2.3600000000e-01,7.2526205156e-01
-2.3200000000e-01,7.2077086559e-01
-2.2800000000e-01,7.1628178421e-01
-2.2400000000e-01,7.1179512845e-01
-2.2000000000e-01,7.0731121868e-01
-2.1600000000e-01,7.0283037444e-01
-2.1200000000e-01,6.9835291442e-01
-2.0800000000e-01,6.9387915634e-01
-2.0400000000e-01,6.8940941687e-01
-2.0000000000e-01,6.8494401151e-01
-1.9600000000e-01,6.8048325455e-01
-1.9200000000e-01,6.7602745896e-01
-1.8800000000e-01,6.7157693628e-01
-1.8400000000e-01,6.6713199659e-01
-1.8000000000e-01,6.6269294836e-01
-1.7600000000e-01,6.5826009841e-01
-1.7200000000e-01,6.5383375182e-01
-1.6800000000e-01,6.4941421183e-01
-1.6400000000e-01,6.4500177978e-01
-1.6000000000e-01,6.4059675503e-01
-1.5600000000e-01,6.3619943485e-01
-1.5200000000e-01,6.3181011438e-01
-1.4800000000e-01,6.2742908655e-01
-1.4400000000e-01,6.2305664197e-01
-1.4000000000e-01,6.1869306890e-01
-1.3600000000e-01,6.1433865315e-01
-1.3200000000e-01,6.0999367802e-01
-1.2800000000e-01,6.0565842423e-01
-1.2400000000e-01,6.0133316985e-01
-1.2000000000e-01,5.9701819024e-01
-1.1600000000e-01,5.9271375795e-01
-1.1200000000e-01,5.8842014274e-01
-1.0800000000e-01,5.8413761142e-01
-1.0400000000e-01,5.7986642785e-01
-1.0000000000e-01,5.7560685288e-01
-9.6000000000e-02,5.7135914424e-01
-9.2000000000e-02,5.6712355657e-01
-8.8000000000e-02,5.6290034129e-01
-8.4000000000e-02,5.5868974660e-01
-8.0000000000e-02,5.5449201740e-01
-7.6000000000e-02,5.5030739524e-01
-7.2000000000e-02,5.4613611830e-01
-6.8000000000e-02,5.4197842134e-01
-6.4000000000e-02,5.3783453562e-01
-6.0000000000e-02,5.3370468891e-01
-5.6000000000e-02,5.2958910541e-01
-5.2000000000e-02,5.2548800574e-01
-4.8000000000e-02,5.2140160690e-01
-4.4000000000e-02,5.1733012222e-01
-4.0000000000e-02,5.1327376135e-01
-3.6000000000e-02,5.0923273019e-01
-3.2000000000e-02,5.0520723093e-01
-2.8000000000e-02,5.0119746196e-01
-2.4000000000e-02,4.9720361787e-01
-2.0000000000e-02,4.9322588943e-01
-1.6000000000e-02,4.8926446357e-01
-1.2000000000e-02,4.8531952336e-01
-8.0000000000e-03,4.8139124797e-01
-4.0000000000e-03,4.7747981268e-01
0.0000000000e+00,4.7358538887e-01
4.0000000000e-03,4.6970814399e-01
8.0000000000e-03,4.6584824155e-01
1.2000000000e-02,4.6200584112e-01
1.6000000000e-02,4.5818109833e-01
2.0000000000e-02,4.5437416485e-01
2.4000000000e-02,4.5058518838e-01
2.8000000000e-02,4.4681431268e-01
3.2000000000e-02,4.4306167754e-01
3.6000000000e-02,4.3932741877e-01
4.0000000000e-02,4.3561166826e-01
4.4000000000e-02,4.3191455393e-01
4.8000000000e-02,4.2823619974e-01
5.2000000000e-02,4.2457672573e-01
5.6000000000e-02,4.2093624800e-01
6.0000000000e-02,4.1731487873e-01
6.4000000000e-02,4.1371272621e-01
6.8000000000e-02,4.1012989480e-01
7.2000000000e-02,4.0656648500e-01
7.6000000000e-02,4.0302259345e-01
8.0000000000e-02,3.9949831294e-01
8.4000000000e-02,3.9599373242e-01
8.8000000000e-02,3.9250893704e-01
9.2000000000e-02,3.8904400816e-01
9.6000000000e-02,3.8559902337e-01
1.0000000000e-01,3.8217405652e-01
1.0400000000e-01,3.7876917775e-01
1.0800000000e-01,3.7538445350e-01
1.1200000000e-01,3.7201994654e-01
1.1600000000e-01,3.6867571601e-01
1.2000000000e-01,3.6535181744e-01
1.2400000000e-01,3.6204830277e-01
1.2800000000e-01,3.5876522040e-01
1.3200000000e-01,3.5550261522e-01
1.3600000000e-01,3.5226052862e-01
1.4000000000e-01,3.4903899855e-01
1.4400000000e-01,3.4583805953e-01
1.4800000000e-01,3.4265774271e-01
1.5200000000e-01,3.3949807589e-01
1.5600000000e-01,3.3635908355e-01
1.6000000000e-01,3.3324078692e-01
1.6400000000e-01,3.3014320397e-01
1.6800000000e-01,3.2706634948e-01
1.7200000000e-01,3.2401023507e-01
1.7600000000e-01,3.2097486925e-01
1.8000000000e-01,3.1796025744e-01
1.8400000000e-01,3.1496640203e-01
1.8800000000e-01,3.1199330241e-01
1.9200000000e-01,3.0904095501e-01
1.9600000000e-01,3.0610935335e-01
2.0000000000e-01,3.0319848808e-01
2.0400000000e-01,3.0030834702e-01
2.0800000000e-01,2.9743891519e-01
2.1200000000e-01,2.9459017489e-01
2.1600000000e-01,2.9176210570e-01
2.2000000000e-01,2.8895468455e-01
2.2400000000e-01,2.8616788576e-01
2.2800000000e-01,2.8340168109e-01
2.3200000000e-01,2.8065603976e-01
2.3600000000e-01,2.7793092852e-01
2.4000000000e-01,2.7522631168e-01
2.4400000000e-01,2.7254215116e-01
2.4800000000e-01,2.6987840654e-01
2.5200000000e-01,2.6723503510e-01
2.5600000000e-01,2.6461199184e-01
2.6000000000e-01,2.6200922958e-01
2.6400000000e-01,2.5942669896e-01
2.6800000000e-01,2.5686434849e-01
2.7200000000e-01,2.5432212461e-01
2.7600000000e-01,2.5179997173e-01
2.8000000000e-01,2.4929783225e-01
2.8400000000e-01,2.4681564666e-01
2.8800000000e-01,2.4435335351e-01
2.9200000000e-01,2.4191088952e-01
2.9600000000e-01,2.3948818959e-01
3.0000000000e-01,2.3708518685e-01
3.0400000000e-01,2.3470181270e-01
3.0800000000e-01,2.3233799685e-01
3.1200000000e-01,2.2999366738e-01
3.1600000000e-01,2.2766875077e-01
3.2000000000e-01,2.2536317194e-01
3.2400000000e-01,2.2307685431e-01
3.2800000000e-01,2.2080971980e-01
3.3200000000e-01,2.1856168892e-01
3.3600000000e-01,2.1633268078e-01
3.4000000000e-01,2.1412261316e-01
3.4400000000e-01,2.1193140250e-01
3.4800000000e-01,2.0975896399e-01
3.5200000000e-01,2.0760521159e-01
3.5600000000e-01,2.0547005807e-01
3.6000000000e-01,2.0335341504e-01
3.6400000000e-01,2.0125519301e-01
3.6800000000e-01,1.9917530140e-01
3.7200000000e-01,1.9711364860e-01
3.7600000000e-01,1.9507014201e-01
3.8000000000e-01,1.9304468805e-01
3.8400000000e-01,1.9103719221e-01
3.8800000000e-01,1.8904755911e-01
3.9200000000e-01,1.8707569250e-01
3.9600000000e-01,1.8512149532e-01
4.0000000000e-01,1.8318486970e-01
4.0400000000e-01,1.8126571703e-01
4.0800000000e-01,1.7936393800e-01
4.1200000000e-01,1.7747943260e-01
4.1600000000e-01,1.7561210015e-01
4.2000000000e-01,1.7376183938e-01
4.2400000000e-01,1.7192854840e-01
4.2800000000e-01,1.7011212480e-01
4.3200000000e-01,1.6831246560e-01
4.3600000000e-01,1.6652946736e-01
4.4000000000e-01,1.6476302615e-01
4.4400000000e-01,1.6301303762e-01
4.4800000000e-01,1.6127939699e-01
4.5200000000e-01,1.5956199912e-01
4.5600000000e-01,1.5786073851e-01
4.6000000000e-01,1.5617550932e-01
4.6400000000e-01,1.5450620544e-01
4.6800000000e-01,1.5285272046e-01
4.7200000000e-01,1.5121494774e-01
4.7600000000e-01,1.4959278043e-01
4.8000000000e-01,1.4798611145e-01
4.8400000000e-01,1.4639483358e-01
4.8800000000e-01,1.4481883944e-01
4.9200000000e-01,1.4325802154e-01
4.9600000000e-01,1.4171227225e-01
5.0000000000e-01,1.4018148392e-01
5.0400000000e-01,1.3866554879e-01
5.0800000000e-01,1.3716435910e-01
5.1200000000e-01,1.3567780707e-01
5.1600000000e-01,1.3420578491e-01
5.2000000000e-01,1.3274818488e-01
5.2400000000e-01,1.3130489928e-01
5.2800000000e-01,1.2987582048e-01
5.3200000000e-01,1.2846084092e-01
5.3600000000e-01,1.2705985317e-01
5.4000000000e-01,1.2567274990e-01
5.4400000000e-01,1.2429942393e-01
5.4800000000e-01,1.2293976824e-01
5.5200000000e-01,1.2159367597e-01
5.5600000000e-01,1.2026104048e-01
5.6000000000e-01,1.1894175531e-01
5.6400000000e-01,1.1763571423e-01
5.6800000000e-01,1.1634281125e-01
5.7200000000e-01,1.1506294062e-01
5.7600000000e-01,1.1379599687e-01
5.8000000000e-01,1.1254187481e-01
5.8400000000e-01,1.1130046953e-01
5.8800000000e-01,1.1007167644e-01
5.9200000000e-01,1.0885539127e-01
5.9600000000e-01,1.0765151008e-01
6.0000000000e-01,1.0645992926e-01
6.0400000000e-01,1.0528054557e-01
6.0800000000e-01,1.0411325615e-01
6.1200000000e-01,1.0295795848e-01
6.1600000000e-01,1.0181455047e-01
6.2000000000e-01,1.0068293041e-01
6.2400000000e-01,9.9562996996e-02
6.2800000000e-01,9.8454649346e-02
6.3200000000e-01,9.7357787010e-02
6.3600000000e-01,9.6272309972e-02
6.4000000000e-01,9.5198118662e-02
6.4400000000e-01,9.4135113966e-02
6.4800000000e-01,9.3083197229e-02
6.5200000000e-01,9.2042270270e-02
6.5600000000e-01,9.1012235382e-02
6.6000000000e-01,8.9992995344e-02
6.6400000000e-01,8.8984453428e-02
6.6800000000e-01,8.7986513401e-02
6.7200000000e-01,8.6999079538e-02
6.7600000000e-01,8.6022056623e-02
6.8000000000e-01,8.5055349956e-02
