N,w_ent
1.7600000000e-01,-9.9061544650e-01
1.8000000000e-01,-9.9061619723e-01
1.8400000000e-01,-9.9061694791e-01
1.8800000000e-01,-9.9061769852e-01
1.9200000000e-01,-9.9061844908e-01
1.9600000000e-01,-9.9061919957e-01
2.0000000000e-01,-9.9061995000e-01
2.0400000000e-01,-9.9062070038e-01
2.0800000000e-01,-9.9062145069e-01
2.1200000000e-01,-9.9062220095e-01
2.1600000000e-01,-9.9062295114e-01
2.2000000000e-01,-9.9062370127e-01
2.2400000000e-01,-9.9062445135e-01
2.2800000000e-01,-9.9062520136e-01
2.3200000000e-01,-9.9062595132e-01
2.3600000000e-01,-9.9062670121e-01
2.4000000000e-01,-9.9062745104e-01
2.4400000000e-01,-9.9062820082e-01
2.4800000000e-01,-9.9062895053e-01
2.5200000000e-01,-9.9062970019e-01
2.5600000000e-01,-9.9063044978e-01
2.6000000000e-01,-9.9063119931e-01
2.6400000000e-01,-9.9063194879e-01
2.6800000000e-01,-9.9063269820e-01
2.7200000000e-01,-9.9063344756e-01
2.7600000000e-01,-9.9063419685e-01
2.8000000000e-01,-9.9063494608e-01
2.8400000000e-01,-9.9063569526e-01
2.8800000000e-01,-9.9063644437e-01
2.9200000000e-01,-9.9063719343e-01
2.9600000000e-01,-9.9063794242e-01
3.0000000000e-01,-9.9063869136e-01
3.0400000000e-01,-9.9063944023e-01
3.0800000000e-01,-9.9064018905e-01
3.1200000000e-01,-9.9064093780e-01
3.1600000000e-01,-9.9064168650e-01
3.2000000000e-01,-9.9064243513e-01
3.2400000000e-01,-9.9064318371e-01
3.2800000000e-01,-9.9064393222e-01
3.3200000000e-01,-9.9064468068e-01
3.3600000000e-01,-9.9064542907e-01
3.4000000000e-01,-9.9064617741e-01
3.4400000000e-01,-9.9064692569e-01
3.4800000000e-01,-9.9064767390e-01
3.5200000000e-01,-9.9064842206e-01
3.5600000000e-01,-9.9064917015e-01
3.6000000000e-01,-9.9064991819e-01
3.6400000000e-01,-9.9065066617e-01
3.6800000000e-01,-9.9065141408e-01
3.7200000000e-01,-9.9065216194e-01
3.7600000000e-01,-9.9065290974e-01
3.8000000000e-01,-9.9065365747e-01
3.8400000000e-01,-9.9065440515e-01
3.8800000000e-01,-9.9065515277e-01
3.9200000000e-01,-9.9065590033e-01
3.9600000000e-01,-9.9065664783e-01
4.0000000000e-01,-9.9065739526e-01
4.0400000000e-01,-9.9065814264e-01
4.0800000000e-01,-9.9065888996e-01
4.1200000000e-01,-9.9065963722e-01
4.1600000000e-01,-9.9066038442e-01
4.2000000000e-01,-9.9066113156e-01
4.2400000000e-01,-9.9066187864e-01
4.2800000000e-01,-9.9066262566e-01
4.3200000000e-01,-9.9066337262e-01
4.3600000000e-01,-9.9066411952e-01
4.4000000000e-01,-9.9066486636e-01
4.4400000000e-01,-9.9066561314e-01
4.4800000000e-01,-9.9066635986e-01
4.5200000000e-01,-9.9066710652e-01
4.5600000000e-01,-9.9066785312e-01
4.6000000000e-01,-9.9066859967e-01
4.6400000000e-01,-9.9066934615e-01
4.6800000000e-01,-9.9067009257e-01
4.7200000000e-01,-9.9067083893e-01
4.7600000000e-01,-9.9067158524e-01
4.8000000000e-01,-9.9067233148e-01
4.8400000000e-01,-9.9067307766e-01
4.8800000000e-01,-9.9067382379e-01
4.9200000000e-01,-9.9067456985e-01
4.9600000000e-01,-9.9067531586e-01
5.0000000000e-01,-9.9067606180e-01
5.0400000000e-01,-9.9067680769e-01
5.0800000000e-01,-9.9067755351e-01
5.1200000000e-01,-9.9067829928e-01
5.1600000000e-01,-9.9067904498e-01
5.2000000000e-01,-9.9067979063e-01
5.2400000000e-01,-9.9068053622e-01
5.2800000000e-01,-9.9068128174e-01
5.3200000000e-01,-9.9068202721e-01
5.3600000000e-01,-9.9068277262e-01
5.4000000000e-01,-9.9068351797e-01
5.4400000000e-01,-9.9068426326e-01
5.4800000000e-01,-9.9068500849e-01
5.5200000000e-01,-9.9068575366e-01
5.5600000000e-01,-9.9068649877e-01
5.6000000000e-01,-9.9068724382e-01
5.6400000000e-01,-9.9068798881e-01
5.6800000000e-01,-9.9068873374e-01
5.7200000000e-01,-9.9068947861e-01
5.7600000000e-01,-9.9069022342e-01
5.8000000000e-01,-9.9069096817e-01
5.8400000000e-01,-9.9069171287e-01
5.8800000000e-01,-9.9069245750e-01
5.9200000000e-01,-9.9069320207e-01
5.9600000000e-01,-9.9069394659e-01
6.0000000000e-01,-9.9069469104e-01
6.0400000000e-01,-9.9069543544e-01
6.0800000000e-01,-9.9069617977e-01
6.1200000000e-01,-9.9069692405e-01
6.1600000000e-01,-9.9069766826e-01
6.2000000000e-01,-9.9069841242e-01
6.2400000000e-01,-9.9069915652e-01
6.2800000000e-01,-9.9069990056e-01
6.3200000000e-01,-9.9070064453e-01
6.3600000000e-01,-9.9070138845e-01
6.4000000000e-01,-9.9070213231e-01
6.4400000000e-01,-9.9070287611e-01
6.4800000000e-01,-9.9070361985e-01
6.5200000000e-01,-9.9070436353e-01
6.5600000000e-01,-9.9070510715e-01
6.6000000000e-01,-9.9070585072e-01
6.6400000000e-01,-9.9070659422e-01
6.6800000000e-01,-9.9070733766e-01
6.7200000000e-01,-9.9070808104e-01
6.7600000000e-01,-9.9070882437e-01
6.8000000000e-01,-9.9070956763e-01
6.8400000000e-01,-9.9071031084e-01
6.8800000000e-01,-9.9071105398e-01
6.9200000000e-01,-9.9071179707e-01
6.9600000000e-01,-9.9071254009e-01
7.0000000000e-01,-9.9071328306e-01
7.0400000000e-01,-9.9071402597e-01
7.0800000000e-01,-9.9071476882e-01
7.1200000000e-01,-9.9071551161e-01
7.1600000000e-01,-9.9071625434e-01
7.2000000000e-01,-9.9071699701e-01
7.2400000000e-01,-9.9071773962e-01
7.2800000000e-01,-9.9071848217e-01
7.3200000000e-01,-9.9071922466e-01
7.3600000000e-01,-9.9071996709e-01
7.4000000000e-01,-9.9072070946e-01
7.4400000000e-01,-9.9072145178e-01
7.4800000000e-01,-9.9072219403e-01
7.5200000000e-01,-9.9072293623e-01
7.5600000000e-01,-9.9072367836e-01
7.6000000000e-01,-9.9072442044e-01
7.6400000000e-01,-9.9072516245e-01
7.6800000000e-01,-9.9072590441e-01
7.7200000000e-01,-9.9072664631e-01
7.7600000000e-01,-9.9072738815e-01
7.8000000000e-01,-9.9072812993e-01
7.8400000000e-01,-9.9072887165e-01
7.8800000000e-01,-9.9072961331e-01
7.9200000000e-01,-9.9073035491e-01
7.9600000000e-01,-9.9073109645e-01
8.0000000000e-01,-9.9073183793e-01
8.0400000000e-01,-9.9073257936e-01
8.0800000000e-01,-9.9073332072e-01
8.1200000000e-01,-9.9073406203e-01
8.1600000000e-01,-9.9073480327e-01
8.2000000000e-01,-9.9073554446e-01
8.2400000000e-01,-9.9073628558e-01
8.2800000000e-01,-9.9073702665e-01
8.3200000000e-01,-9.9073776766e-01
8.3600000000e-01,-9.9073850861e-01
8.4000000000e-01,-9.9073924950e-01
8.4400000000e-01,-9.9073999033e-01
8.4800000000e-01,-9.9074073110e-01
8.5200000000e-01,-9.9074147181e-01
8.5600000000e-01,-9.9074221247e-01
8.6000000000e-01,-9.9074295306e-01
8.6400000000e-01,-9.9074369359e-01
8.6800000000e-01,-9.9074443407e-01
8.7200000000e-01,-9.9074517448e-01
8.7600000000e-01,-9.9074591484e-01
8.8000000000e-01,-9.9074665514e-01
8.8400000000e-01,-9.9074739537e-01
8.8800000000e-01,-9.9074813555e-01
8.9200000000e-01,-9.9074887567e-01
8.9600000000e-01,-9.9074961573e-01
9.0000000000e-01,-9.9075035573e-01
9.0400000000e-01,-9.9075109568e-01
9.0800000000e-01,-9.9075183556e-01
9.1200000000e-01,-9.9075257538e-01
9.1600000000e-01,-9.9075331515e-01
9.2000000000e-01,-9.9075405485e-01
9.2400000000e-01,-9.9075479450e-01
9.2800000000e-01,-9.9075553409e-01
9.3200000000e-01,-9.9075627361e-01
9.3600000000e-01,-9.9075701308e-01
9.4000000000e-01,-9.9075775249e-01
9.4400000000e-01,-9.9075849184e-01
9.4800000000e-01,-9.9075923113e-01
9.5200000000e-01,-9.9075997036e-01
9.5600000000e-01,-9.9076070954e-01
9.6000000000e-01,-9.9076144865e-01
9.6400000000e-01,-9.9076218771e-01
9.6800000000e-01,-9.9076292670e-01
9.7200000000e-01,-9.9076366564e-01
9.7600000000e-01,-9.9076440451e-01
9.8000000000e-01,-9.9076514333e-01
9.8400000000e-01,-9.9076588209e-01
9.8800000000e-01,-9.9076662079e-01
9.9200000000e-01,-9.9076735943e-01
9.9600000000e-01,-9.9076809801e-01
1.0000000000e+00,-9.9076883654e-01
1.0040000000e+00,-9.9076957500e-01
1.0080000000e+00,-9.9077031340e-01
1.0120000000e+00,-9.9077105175e-01
1.0160000000e+00,-9.9077179004e-01
1.0200000000e+00,-9.9077252826e-01
1.0240000000e+00,-9.9077326643e-01
1.0280000000e+00,-9.9077400454e-01
1.0320000000e+00,-9.9077474259e-01
1.0360000000e+00,-9.9077548058e-01
1.0400000000e+00,-9.9077621851e-01
1.0440000000e+00,-9.9077695639e-01
1.0480000000e+00,-9.9077769420e-01
1.0520000000e+00,-9.9077843196e-01
1.0560000000e+00,-9.9077916965e-01
1.0600000000e+00,-9.9077990729e-01
1.0640000000e+00,-9.9078064487e-01
1.0680000000e+00,-9.9078138239e-01
1.0720000000e+00,-9.9078211985e-01
1.0760000000e+00,-9.9078285725e-01
1.0800000000e+00,-9.9078359459e-01
1.0840000000e+00,-9.9078433187e-01
1.0880000000e+00,-9.9078506909e-01
1.0920000000e+00,-9.9078580626e-01
1.0960000000e+00,-9.9078654337e-01
1.1000000000e+00,-9.9078728041e-01
1.1040000000e+00,-9.9078801740e-01
1.1080000000e+00,-9.9078875433e-01
1.1120000000e+00,-9.9078949120e-01
1.1160000000e+00,-9.9079022801e-01
1.1200000000e+00,-9.9079096476e-01
1.1240000000e+00,-9.9079170146e-01
1.1280000000e+00,-9.9079243809e-01
1.1320000000e+00,-9.9079317467e-01
1.1360000000e+00,-9.9079391118e-01
1.1400000000e+00,-9.9079464764e-01
1.1440000000e+00,-9.9079538404e-01
1.1480000000e+00,-9.9079612038e-01
1.1520000000e+00,-9.9079685666e-01
1.1560000000e+00,-9.9079759288e-01
1.1600000000e+00,-9.9079832905e-01
1.1640000000e+00,-9.9079906515e-01
1.1680000000e+00,-9.9079980120e-01
1.1720000000e+00,-9.9080053718e-01
1.1760000000e+00,-9.9080127311e-01
1.1800000000e+00,-9.9080200898e-01
1.1840000000e+00,-9.9080274479e-01
1.1880000000e+00,-9.9080348054e-01
1.1920000000e+00,-9.9080421623e-01
1.1960000000e+00,-9.9080495186e-01
1.2000000000e+00,-9.9080568744e-01
1.2040000000e+00,-9.9080642295e-01
1.2080000000e+00,-9.9080715841e-01
1.2120000000e+00,-9.9080789381e-01
1.2160000000e+00,-9.9080862915e-01
1.2200000000e+00,-9.9080936443e-01
1.2240000000e+00,-9.9081009965e-01
1.2280000000e+00,-9.9081083481e-01
1.2320000000e+00,-9.9081156992e-01
1.2360000000e+00,-9.9081230496e-01
1.2400000000e+00,-9.9081303995e-01
1.2440000000e+00,-9.9081377488e-01
1.2480000000e+00,-9.9081450974e-01
1.2520000000e+00,-9.9081524455e-01
1.2560000000e+00,-9.9081597930e-01
1.2600000000e+00,-9.9081671400e-01
1.2640000000e+00,-9.9081744863e-01
1.2680000000e+00,-9.9081818321e-01
1.2720000000e+00,-9.9081891772e-01
1.2760000000e+00,-9.9081965218e-01
1.2800000000e+00,-9.9082038658e-01
1.2840000000e+00,-9.9082112092e-01
1.2880000000e+00,-9.9082185520e-01
1.2920000000e+00,-9.9082258942e-01
1.2960000000e+00,-9.9082332358e-01
1.3000000000e+00,-9.9082405769e-01
1.3040000000e+00,-9.9082479173e-01
1.3080000000e+00,-9.9082552572e-01
1.3120000000e+00,-9.9082625965e-01
1.3160000000e+00,-9.9082699352e-01
1.3200000000e+00,-9.9082772733e-01
1.3240000000e+00,-9.9082846108e-01
1.3280000000e+00,-9.9082919478e-01
1.3320000000e+00,-9.9082992841e-01
1.3360000000e+00,-9.9083066199e-01
1.3400000000e+00,-9.9083139551e-01
1.3440000000e+00,-9.9083212897e-01
1.3480000000e+00,-9.9083286237e-01
1.3520000000e+00,-9.9083359571e-01
1.3560000000e+00,-9.9083432899e-01
1.3600000000e+00,-9.9083506221e-01
1.3640000000e+00,-9.9083579538e-01
1.3680000000e+00,-9.9083652849e-01
1.3720000000e+00,-9.9083726154e-01
1.3760000000e+00,-9.9083799453e-01
1.3800000000e+00,-9.9083872746e-01
1.3840000000e+00,-9.9083946033e-01
1.3880000000e+00,-9.9084019314e-01
1.3920000000e+00,-9.9084092590e-01
1.3960000000e+00,-9.9084165859e-01
1.4000000000e+00,-9.9084239123e-01
1.4040000000e+00,-9.9084312381e-01
1.4080000000e+00,-9.9084385633e-01
1.4120000000e+00,-9.9084458880e-01
1.4160000000e+00,-9.9084532120e-01
1.4200000000e+00,-9.9084605354e-01
1.4240000000e+00,-9.9084678583e-01
1.4280000000e+00,-9.9084751806e-01
1.4320000000e+00,-9.9084825023e-01
1.4360000000e+00,-9.9084898234e-01
1.4400000000e+00,-9.9084971439e-01
1.4440000000e+00,-9.9085044638e-01
1.4480000000e+00,-9.9085117832e-01
1.4520000000e+00,-9.9085191020e-01
1.4560000000e+00,-9.9085264201e-01
1.4600000000e+00,-9.9085337377e-01
1.4640000000e+00,-9.9085410547e-01
1.4680000000e+00,-9.9085483712e-01
1.4720000000e+00,-9.9085556870e-01
1.4760000000e+00,-9.9085630022e-01
1.4800000000e+00,-9.9085703169e-01
1.4840000000e+00,-9.9085776310e-01
1.4880000000e+00,-9.9085849445e-01
1.4920000000e+00,-9.9085922574e-01
1.4960000000e+00,-9.9085995697e-01
1.5000000000e+00,-9.9086068815e-01
1.5040000000e+00,-9.9086141926e-01
1.5080000000e+00,-9.9086215032e-01
1.5120000000e+00,-9.9086288132e-01
1.5160000000e+00,-9.9086361226e-01
1.5200000000e+00,-9.9086434314e-01
1.5240000000e+00,-9.9086507396e-01
1.5280000000e+00,-9.9086580473e-01
1.5320000000e+00,-9.9086653544e-01
1.5360000000e+00,-9.9086726608e-01
1.5400000000e+00,-9.9086799667e-01
1.5440000000e+00,-9.9086872720e-01
1.5480000000e+00,-9.9086945768e-01
1.5520000000e+00,-9.9087018809e-01
1.5560000000e+00,-9.9087091845e-01
1.5600000000e+00,-9.9087164874e-01
1.5640000000e+00,-9.9087237898e-01
1.5680000000e+00,-9.9087310916e-01
1.5720000000e+00,-9.9087383929e-01
1.5760000000e+00,-9.9087456935e-01
1.5800000000e+00,-9.9087529935e-01
1.5840000000e+00,-9.9087602930e-01
1.5880000000e+00,-9.9087675919e-01
1.5920000000e+00,-9.9087748902e-01
1.5960000000e+00,-9.9087821879e-01
1.6000000000e+00,-9.9087894850e-01
1.6040000000e+00,-9.9087967816e-01
1.6080000000e+00,-9.9088040776e-01
1.6120000000e+00,-9.9088113729e-01
1.6160000000e+00,-9.9088186677e-01
1.6200000000e+00,-9.9088259620e-01
1.6240000000e+00,-9.9088332556e-01
1.6280000000e+00,-9.9088405486e-01
1.6320000000e+00,-9.9088478411e-01
1.6360000000e+00,-9.9088551330e-01
1.6400000000e+00,-9.9088624243e-01
1.6440000000e+00,-9.9088697150e-01
1.6480000000e+00,-9.9088770051e-01
1.6520000000e+00,-9.9088842947e-01
1.6560000000e+00,-9.9088915836e-01
1.6600000000e+00,-9.9088988720e-01
1.6640000000e+00,-9.9089061598e-01
1.6680000000e+00,-9.9089134470e-01
1.6720000000e+00,-9.9089207337e-01
1.6760000000e+00,-9.9089280197e-01
1.6800000000e+00,-9.9089353052e-01
1.6840000000e+00,-9.9089425901e-01
1.6880000000e+00,-9.9089498744e-01
1.6920000000e+00,-9.9089571581e-01
1.6960000000e+00,-9.9089644412e-01
1.7000000000e+00,-9.9089717238e-01
1.7040000000e+00,-9.9089790057e-01
1.7080000000e+00,-9.9089862871e-01
1.7120000000e+00,-9.9089935679e-01
1.7160000000e+00,-9.9090008482e-01
1.7200000000e+00,-9.9090081278e-01
1.7240000000e+00,-9.9090154069e-01
1.7280000000e+00,-9.9090226853e-01
1.7320000000e+00,-9.9090299632e-01
1.7360000000e+00,-9.9090372405e-01
1.7400000000e+00,-9.9090445173e-01
1.7440000000e+00,-9.9090517934e-01
1.7480000000e+00,-9.9090590690e-01
1.7520000000e+00,-9.9090663440e-01
1.7560000000e+00,-9.9090736184e-01
1.7600000000e+00,-9.9090808922e-01
1.7640000000e+00,-9.9090881654e-01
1.7680000000e+00,-9.9090954381e-01
1.7720000000e+00,-9.9091027102e-01
1.7760000000e+00,-9.9091099817e-01
1.7800000000e+00,-9.9091172526e-01
1.7840000000e+00,-9.9091245229e-01
1.7880000000e+00,-9.9091317926e-01
1.7920000000e+00,-9.9091390618e-01
1.7960000000e+00,-9.9091463304e-01
1.8000000000e+00,-9.9091535984e-01
1.8040000000e+00,-9.9091608658e-01
1.8080000000e+00,-9.9091681327e-01
1.8120000000e+00,-9.9091753989e-01
1.8160000000e+00,-9.9091826646e-01
1.8200000000e+00,-9.9091899297e-01
1.8240000000e+00,-9.9091971942e-01
1.8280000000e+00,-9.9092044581e-01
1.8320000000e+00,-9.9092117215e-01
1.8360000000e+00,-9.9092189843e-01
1.8400000000e+00,-9.9092262465e-01
1.8440000000e+00,-9.9092335081e-01
1.8480000000e+00,-9.9092407691e-01
1.8520000000e+00,-9.9092480295e-01
1.8560000000e+00,-9.9092552894e-01
1.8600000000e+00,-9.9092625487e-01
1.8640000000e+00,-9.9092698074e-01
1.8680000000e+00,-9.9092770655e-01
1.8720000000e+00,-9.9092843231e-01
1.8760000000e+00,-9.9092915800e-01
1.8800000000e+00,-9.9092988364e-01
1.8840000000e+00,-9.9093060922e-01
1.8880000000e+00,-9.9093133474e-01
1.8920000000e+00,-9.9093206021e-01
1.8960000000e+00,-9.9093278561e-01
1.9000000000e+00,-9.9093351096e-01
1.9040000000e+00,-9.9093423625e-01
1.9080000000e+00,-9.9093496148e-01
1.9120000000e+00,-9.9093568666e-01
1.9160000000e+00,-9.9093641177e-01
1.9200000000e+00,-9.9093713683e-01
1.9240000000e+00,-9.9093786183e-01
1.9280000000e+00,-9.9093858677e-01
1.9320000000e+00,-9.9093931166e-01
1.9360000000e+00,-9.9094003649e-01
1.9400000000e+00,-9.9094076125e-01
1.9440000000e+00,-9.9094148596e-01
1.9480000000e+00,-9.9094221062e-01
1.9520000000e+00,-9.9094293521e-01
1.9560000000e+00,-9.9094365975e-01
1.9600000000e+00,-9.9094438422e-01
1.9640000000e+00,-9.9094510864e-01
1.9680000000e+00,-9.9094583301e-01
1.9720000000e+00,-9.9094655731e-01
1.9760000000e+00,-9.9094728156e-01
1.9800000000e+00,-9.9094800575e-01
1.9840000000e+00,-9.9094872988e-01
1.9880000000e+00,-9.9094945395e-01
1.9920000000e+00,-9.9095017796e-01
1.9960000000e+00,-9.9095090192e-01
2.0000000000e+00,-9.9095162582e-01
2.0040000000e+00,-9.9095234966e-01
2.0080000000e+00,-9.9095307344e-01
2.0120000000e+00,-9.9095379717e-01
2.0160000000e+00,-9.9095452084e-01
2.0200000000e+00,-9.9095524445e-01
2.0240000000e+00,-9.9095596800e-01
2.0280000000e+00,-9.9095669149e-01
2.0320000000e+00,-9.9095741493e-01
2.0360000000e+00,-9.9095813830e-01
2.0400000000e+00,-9.9095886162e-01
2.0440000000e+00,-9.9095958489e-01
2.0480000000e+00,-9.9096030809e-01
2.0520000000e+00,-9.9096103124e-01
2.0560000000e+00,-9.9096175433e-01
2.0600000000e+00,-9.9096247736e-01
2.0640000000e+00,-9.9096320033e-01
2.0680000000e+00,-9.9096392324e-01
2.0720000000e+00,-9.9096464610e-01
2.0760000000e+00,-9.9096536890e-01
2.0800000000e+00,-9.9096609164e-01
2.0840000000e+00,-9.9096681433e-01
2.0880000000e+00,-9.9096753695e-01
2.0920000000e+00,-9.9096825952e-01
2.0960000000e+00,-9.9096898203e-01
2.1000000000e+00,-9.9096970448e-01
2.1040000000e+00,-9.9097042688e-01
2.1080000000e+00,-9.9097114922e-01
2.1120000000e+00,-9.9097187149e-01
2.1160000000e+00,-9.9097259372e-01
2.1200000000e+00,-9.9097331588e-01
2.1240000000e+00,-9.9097403799e-01
2.1280000000e+00,-9.9097476003e-01
2.1320000000e+00,-9.9097548202e-01
2.1360000000e+00,-9.9097620396e-01
2.1400000000e+00,-9.9097692583e-01
2.1440000000e+00,-9.9097764765e-01
2.1480000000e+00,-9.9097836941e-01
2.1520000000e+00,-9.9097909111e-01
2.1560000000e+00,-9.9097981275e-01
2.1600000000e+00,-9.9098053434e-01
2.1640000000e+00,-9.9098125587e-01
2.1680000000e+00,-9.9098197734e-01
2.1720000000e+00,-9.9098269875e-01
2.1760000000e+00,-9.9098342011e-01
2.1800000000e+00,-9.9098414140e-01
2.1840000000e+00,-9.9098486264e-01
2.1880000000e+00,-9.9098558383e-01
2.1920000000e+00,-9.9098630495e-01
2.1960000000e+00,-9.9098702602e-01
2.2000000000e+00,-9.9098774703e-01
2.2040000000e+00,-9.9098846798e-01
2.2080000000e+00,-9.9098918887e-01
2.2120000000e+00,-9.9098990971e-01
2.2160000000e+00,-9.9099063049e-01
2.2200000000e+00,-9.9099135121e-01
2.2240000000e+00,-9.9099207187e-01
2.2280000000e+00,-9.9099279247e-01
2.2320000000e+00,-9.9099351302e-01
2.2360000000e+00,-9.9099423351e-01
2.2400000000e+00,-9.9099495395e-01
2.2440000000e+00,-9.9099567432e-01
2.2480000000e+00,-9.9099639464e-01
2.2520000000e+00,-9.9099711490e-01
2.2560000000e+00,-9.9099783510e-01
2.2600000000e+00,-9.9099855524e-01
2.2640000000e+00,-9.9099927533e-01
2.2680000000e+00,-9.9099999536e-01
2.2720000000e+00,-9.9100071533e-01
2.2760000000e+00,-9.9100143524e-01
2.2800000000e+00,-9.9100215510e-01
2.2840000000e+00,-9.9100287490e-01
2.2880000000e+00,-9.9100359464e-01
2.2920000000e+00,-9.9100431432e-01
2.2960000000e+00,-9.9100503395e-01
2.3000000000e+00,-9.9100575352e-01
2.3040000000e+00,-9.9100647303e-01
2.3080000000e+00,-9.9100719248e-01
2.3120000000e+00,-9.9100791188e-01
2.3160000000e+00,-9.9100863122e-01
2.3200000000e+00,-9.9100935050e-01
2.3240000000e+00,-9.9101006972e-01
2.3280000000e+00,-9.9101078889e-01
2.3320000000e+00,-9.9101150800e-01
2.3360000000e+00,-9.9101222705e-01
2.3400000000e+00,-9.9101294604e-01
2.3440000000e+00,-9.9101366497e-01
2.3480000000e+00,-9.9101438385e-01
2.3520000000e+00,-9.9101510267e-01
2.3560000000e+00,-9.9101582144e-01
2.3600000000e+00,-9.9101654014e-01
2.3640000000e+00,-9.9101725879e-01
2.3680000000e+00,-9.9101797738e-01
2.3720000000e+00,-9.9101869591e-01
2.3760000000e+00,-9.9101941439e-01
2.3800000000e+00,-9.9102013281e-01
2.3840000000e+00,-9.9102085117e-01
2.3880000000e+00,-9.9102156947e-01
2.3920000000e+00,-9.9102228772e-01
2.3960000000e+00,-9.9102300590e-01
2.4000000000e+00,-9.9102372404e-01
2.4040000000e+00,-9.9102444211e-01
2.4080000000e+00,-9.9102516012e-01
2.4120000000e+00,-9.9102587808e-01
2.4160000000e+00,-9.9102659598e-01
2.4200000000e+00,-9.9102731383e-01
2.4240000000e+00,-9.9102803161e-01
2.4280000000e+00,-9.9102874934e-01
2.4320000000e+00,-9.9102946701e-01
2.4360000000e+00,-9.9103018463e-01
2.4400000000e+00,-9.9103090218e-01
2.4440000000e+00,-9.9103161968e-01
2.4480000000e+00,-9.9103233713e-01
2.4520000000e+00,-9.9103305451e-01
2.4560000000e+00,-9.9103377184e-01
2.4600000000e+00,-9.9103448911e-01
2.4640000000e+00,-9.9103520632e-01
2.4680000000e+00,-9.9103592347e-01
2.4720000000e+00,-9.9103664057e-01
2.4760000000e+00,-9.9103735761e-01
2.4800000000e+00,-9.9103807459e-01
2.4840000000e+00,-9.9103879152e-01
2.4880000000e+00,-9.9103950839e-01
2.4920000000e+00,-9.9104022520e-01
2.4960000000e+00,-9.9104094195e-01
2.5000000000e+00,-9.9104165865e-01
2.5040000000e+00,-9.9104237529e-01
2.5080000000e+00,-9.9104309187e-01
2.5120000000e+00,-9.9104380839e-01
2.5160000000e+00,-9.9104452486e-01
2.5200000000e+00,-9.9104524127e-01
2.5240000000e+00,-9.9104595762e-01
2.5280000000e+00,-9.9104667391e-01
2.5320000000e+00,-9.9104739015e-01
2.5360000000e+00,-9.9104810633e-01
2.5400000000e+00,-9.9104882245e-01
2.5440000000e+00,-9.9104953852e-01
2.5480000000e+00,-9.9105025453e-01
2.5520000000e+00,-9.9105097048e-01
2.5560000000e+00,-9.9105168637e-01
2.5600000000e+00,-9.9105240221e-01
2.5640000000e+00,-9.9105311799e-01
2.5680000000e+00,-9.9105383371e-01
2.5720000000e+00,-9.9105454938e-01
2.5760000000e+00,-9.9105526498e-01
2.5800000000e+00,-9.9105598053e-01
2.5840000000e+00,-9.9105669603e-01
2.5880000000e+00,-9.9105741146e-01
2.5920000000e+00,-9.9105812684e-01
2.5960000000e+00,-9.9105884216e-01
2.6000000000e+00,-9.9105955742e-01
2.6040000000e+00,-9.9106027263e-01
2.6080000000e+00,-9.9106098778e-01
2.6120000000e+00,-9.9106170287e-01
2.6160000000e+00,-9.9106241791e-01
2.6200000000e+00,-9.9106313289e-01
2.6240000000e+00,-9.9106384781e-01
2.6280000000e+00,-9.9106456267e-01
2.6320000000e+00,-9.9106527748e-01
2.6360000000e+00,-9.9106599223e-01
2.6400000000e+00,-9.9106670692e-01
2.6440000000e+00,-9.9106742155e-01
2.6480000000e+00,-9.9106813613e-01
2.6520000000e+00,-9.9106885065e-01
2.6560000000e+00,-9.9106956512e-01
2.6600000000e+00,-9.9107027952e-01
2.6640000000e+00,-9.9107099387e-01
2.6680000000e+00,-9.9107170816e-01
2.6720000000e+00,-9.9107242240e-01
2.6760000000e+00,-9.9107313657e-01
2.6800000000e+00,-9.9107385070e-01
2.6840000000e+00,-9.9107456476e-01
2.6880000000e+00,-9.9107527877e-01
2.6920000000e+00,-9.9107599271e-01
2.6960000000e+00,-9.9107670661e-01
2.7000000000e+00,-9.9107742044e-01
2.7040000000e+00,-9.9107813422e-01
2.7080000000e+00,-9.9107884794e-01
2.7120000000e+00,-9.9107956160e-01
2.7160000000e+00,-9.9108027521e-01
2.7200000000e+00,-9.9108098876e-01
2.7240000000e+00,-9.9108170225e-01
2.7280000000e+00,-9.9108241569e-01
2.7320000000e+00,-9.9108312907e-01
2.7360000000e+00,-9.9108384239e-01
2.7400000000e+00,-9.9108455565e-01
2.7440000000e+00,-9.9108526886e-01
2.7480000000e+00,-9.9108598201e-01
2.7520000000e+00,-9.9108669510e-01
2.7560000000e+00,-9.9108740814e-01
2.7600000000e+00,-9.9108812111e-01
2.7640000000e+00,-9.9108883404e-01
2.7680000000e+00,-9.9108954690e-01
2.7720000000e+00,-9.9109025971e-01
2.7760000000e+00,-9.9109097246e-01
2.7800000000e+00,-9.9109168515e-01
2.7840000000e+00,-9.9109239779e-01
2.7880000000e+00,-9.9109311037e-01
2.7920000000e+00,-9.9109382289e-01
2.7960000000e+00,-9.9109453536e-01
2.8000000000e+00,-9.9109524777e-01
2.8040000000e+00,-9.9109596012e-01
2.8080000000e+00,-9.9109667241e-01
2.8120000000e+00,-9.9109738465e-01
2.8160000000e+00,-9.9109809683e-01
2.8200000000e+00,-9.9109880896e-01
2.8240000000e+00,-9.9109952102e-01
2.8280000000e+00,-9.9110023303e-01
2.8320000000e+00,-9.9110094499e-01
2.8360000000e+00,-9.9110165688e-01
