N,eta
6.8800000000e-01,3.7216616323e+00
6.9200000000e-01,3.7240195642e+00
6.9600000000e-01,3.7263688558e+00
7.0000000000e-01,3.7287095299e+00
7.0400000000e-01,3.7310416097e+00
7.0800000000e-01,3.7333651182e+00
7.1200000000e-01,3.7356800787e+00
7.1600000000e-01,3.7379865144e+00
7.2000000000e-01,3.7402844487e+00
7.2400000000e-01,3.7425739048e+00
7.2800000000e-01,3.7448549064e+00
7.3200000000e-01,3.7471274768e+00
7.3600000000e-01,3.7493916396e+00
7.4000000000e-01,3.7516474184e+00
7.4400000000e-01,3.7538948369e+00
7.4800000000e-01,3.7561339187e+00
7.5200000000e-01,3.7583646876e+00
7.5600000000e-01,3.7605871673e+00
7.6000000000e-01,3.7628013818e+00
7.6400000000e-01,3.7650073547e+00
7.6800000000e-01,3.7672051102e+00
7.7200000000e-01,3.7693946720e+00
7.7600000000e-01,3.7715760641e+00
7.8000000000e-01,3.7737493106e+00
7.8400000000e-01,3.7759144355e+00
7.8800000000e-01,3.7780714627e+00
7.9200000000e-01,3.7802204165e+00
7.9600000000e-01,3.7823613208e+00
8.0000000000e-01,3.7844941999e+00
8.0400000000e-01,3.7866190779e+00
8.0800000000e-01,3.7887359789e+00
8.1200000000e-01,3.7908449271e+00
8.1600000000e-01,3.7929459467e+00
8.2000000000e-01,3.7950390620e+00
8.2400000000e-01,3.7971242971e+00
8.2800000000e-01,3.7992016763e+00
8.3200000000e-01,3.8012712238e+00
8.3600000000e-01,3.8033329639e+00
8.4000000000e-01,3.8053869208e+00
8.4400000000e-01,3.8074331189e+00
8.4800000000e-01,3.8094715823e+00
8.5200000000e-01,3.8115023354e+00
8.5600000000e-01,3.8135254024e+00
8.6000000000e-01,3.8155408075e+00
8.6400000000e-01,3.8175485751e+00
8.6800000000e-01,3.8195487294e+00
8.7200000000e-01,3.8215412947e+00
8.7600000000e-01,3.8235262953e+00
8.8000000000e-01,3.8255037552e+00
8.8400000000e-01,3.8274736989e+00
8.8800000000e-01,3.8294361506e+00
8.9200000000e-01,3.8313911344e+00
8.9600000000e-01,3.8333386745e+00
9.0000000000e-01,3.8352787953e+00
9.0400000000e-01,3.8372115207e+00
9.0800000000e-01,3.8391368751e+00
9.1200000000e-01,3.8410548824e+00
9.1600000000e-01,3.8429655670e+00
9.2000000000e-01,3.8448689528e+00
9.2400000000e-01,3.8467650641e+00
9.2800000000e-01,3.8486539247e+00
9.3200000000e-01,3.8505355589e+00
9.3600000000e-01,3.8524099905e+00
9.4000000000e-01,3.8542772437e+00
9.4400000000e-01,3.8561373424e+00
9.4800000000e-01,3.8579903106e+00
9.5200000000e-01,3.8598361721e+00
9.5600000000e-01,3.8616749509e+00
9.6000000000e-01,3.8635066708e+00
9.6400000000e-01,3.8653313558e+00
9.6800000000e-01,3.8671490295e+00
9.7200000000e-01,3.8689597159e+00
9.7600000000e-01,3.8707634385e+00
9.8000000000e-01,3.8725602213e+00
9.8400000000e-01,3.8743500877e+00
9.8800000000e-01,3.8761330616e+00
9.9200000000e-01,3.8779091664e+00
9.9600000000e-01,3.8796784259e+00
1.0000000000e+00,3.8814408634e+00
1.0040000000e+00,3.8831965027e+00
1.0080000000e+00,3.8849453670e+00
1.0120000000e+00,3.8866874799e+00
1.0160000000e+00,3.8884228647e+00
1.0200000000e+00,3.8901515448e+00
1.0240000000e+00,3.8918735435e+00
1.0280000000e+00,3.8935888841e+00
1.0320000000e+00,3.8952975898e+00
1.0360000000e+00,3.8969996839e+00
1.0400000000e+00,3.8986951894e+00
1.0440000000e+00,3.9003841294e+00
1.0480000000e+00,3.9020665271e+00
1.0520000000e+00,3.9037424054e+00
1.0560000000e+00,3.9054117874e+00
1.0600000000e+00,3.9070746959e+00
1.0640000000e+00,3.9087311538e+00
1.0680000000e+00,3.9103811840e+00
1.0720000000e+00,3.9120248092e+00
1.0760000000e+00,3.9136620522e+00
1.0800000000e+00,3.9152929358e+00
1.0840000000e+00,3.9169174824e+00
1.0880000000e+00,3.9185357149e+00
1.0920000000e+00,3.9201476556e+00
1.0960000000e+00,3.9217533271e+00
1.1000000000e+00,3.9233527518e+00
1.1040000000e+00,3.9249459522e+00
1.1080000000e+00,3.9265329506e+00
1.1120000000e+00,3.9281137692e+00
1.1160000000e+00,3.9296884304e+00
1.1200000000e+00,3.9312569564e+00
1.1240000000e+00,3.9328193692e+00
1.1280000000e+00,3.9343756910e+00
1.1320000000e+00,3.9359259438e+00
1.1360000000e+00,3.9374701496e+00
1.1400000000e+00,3.9390083304e+00
1.1440000000e+00,3.9405405079e+00
1.1480000000e+00,3.9420667041e+00
1.1520000000e+00,3.9435869407e+00
1.1560000000e+00,3.9451012394e+00
1.1600000000e+00,3.9466096219e+00
1.1640000000e+00,3.9481121098e+00
1.1680000000e+00,3.9496087247e+00
1.1720000000e+00,3.9510994879e+00
1.1760000000e+00,3.9525844211e+00
1.1800000000e+00,3.9540635456e+00
1.1840000000e+00,3.9555368826e+00
1.1880000000e+00,3.9570044535e+00
1.1920000000e+00,3.9584662795e+00
1.1960000000e+00,3.9599223817e+00
1.2000000000e+00,3.9613727813e+00
1.2040000000e+00,3.9628174993e+00
1.2080000000e+00,3.9642565566e+00
1.2120000000e+00,3.9656899742e+00
1.2160000000e+00,3.9671177731e+00
1.2200000000e+00,3.9685399739e+00
1.2240000000e+00,3.9699565974e+00
1.2280000000e+00,3.9713676644e+00
1.2320000000e+00,3.9727731955e+00
1.2360000000e+00,3.9741732113e+00
1.2400000000e+00,3.9755677322e+00
1.2440000000e+00,3.9769567788e+00
1.2480000000e+00,3.9783403714e+00
1.2520000000e+00,3.9797185305e+00
1.2560000000e+00,3.9810912762e+00
1.2600000000e+00,3.9824586288e+00
1.2640000000e+00,3.9838206085e+00
1.2680000000e+00,3.9851772354e+00
1.2720000000e+00,3.9865285296e+00
1.2760000000e+00,3.9878745109e+00
1.2800000000e+00,3.9892151995e+00
1.2840000000e+00,3.9905506150e+00
1.2880000000e+00,3.9918807774e+00
1.2920000000e+00,3.9932057064e+00
1.2960000000e+00,3.9945254217e+00
1.3000000000e+00,3.9958399428e+00
1.3040000000e+00,3.9971492895e+00
1.3080000000e+00,3.9984534811e+00
1.3120000000e+00,3.9997525372e+00
1.3160000000e+00,4.0010464772e+00
1.3200000000e+00,4.0023353203e+00
1.3240000000e+00,4.0036190858e+00
1.3280000000e+00,4.0048977930e+00
1.3320000000e+00,4.0061714609e+00
1.3360000000e+00,4.0074401088e+00
1.3400000000e+00,4.0087037556e+00
1.3440000000e+00,4.0099624202e+00
1.3480000000e+00,4.0112161217e+00
1.3520000000e+00,4.0124648788e+00
1.3560000000e+00,4.0137087103e+00
1.3600000000e+00,4.0149476350e+00
1.3640000000e+00,4.0161816715e+00
1.3680000000e+00,4.0174108385e+00
1.3720000000e+00,4.0186351545e+00
1.3760000000e+00,4.0198546379e+00
1.3800000000e+00,4.0210693072e+00
1.3840000000e+00,4.0222791808e+00
1.3880000000e+00,4.0234842770e+00
1.3920000000e+00,4.0246846140e+00
1.3960000000e+00,4.0258802100e+00
1.4000000000e+00,4.0270710832e+00
1.4040000000e+00,4.0282572516e+00
1.4080000000e+00,4.0294387332e+00
1.4120000000e+00,4.0306155460e+00
1.4160000000e+00,4.0317877078e+00
1.4200000000e+00,4.0329552365e+00
1.4240000000e+00,4.0341181499e+00
1.4280000000e+00,4.0352764656e+00
1.4320000000e+00,4.0364302014e+00
1.4360000000e+00,4.0375793747e+00
1.4400000000e+00,4.0387240032e+00
1.4440000000e+00,4.0398641043e+00
1.4480000000e+00,4.0409996954e+00
1.4520000000e+00,4.0421307939e+00
1.4560000000e+00,4.0432574171e+00
1.4600000000e+00,4.0443795822e+00
1.4640000000e+00,4.0454973063e+00
1.4680000000e+00,4.0466106067e+00
1.4720000000e+00,4.0477195003e+00
1.4760000000e+00,4.0488240042e+00
1.4800000000e+00,4.0499241353e+00
1.4840000000e+00,4.0510199105e+00
1.4880000000e+00,4.0521113466e+00
1.4920000000e+00,4.0531984603e+00
1.4960000000e+00,4.0542812685e+00
1.5000000000e+00,4.0553597877e+00
1.5040000000e+00,4.0564340345e+00
1.5080000000e+00,4.0575040255e+00
1.5120000000e+00,4.0585697771e+00
1.5160000000e+00,4.0596313057e+00
1.5200000000e+00,4.0606886278e+00
1.5240000000e+00,4.0617417596e+00
1.5280000000e+00,4.0627907174e+00
1.5320000000e+00,4.0638355174e+00
1.5360000000e+00,4.0648761756e+00
1.5400000000e+00,4.0659127082e+00
1.5440000000e+00,4.0669451312e+00
1.5480000000e+00,4.0679734605e+00
1.5520000000e+00,4.0689977120e+00
1.5560000000e+00,4.0700179017e+00
1.5600000000e+00,4.0710340452e+00
1.5640000000e+00,4.0720461584e+00
1.5680000000e+00,4.0730542568e+00
1.5720000000e+00,4.0740583562e+00
1.5760000000e+00,4.0750584721e+00
1.5800000000e+00,4.0760546199e+00
1.5840000000e+00,4.0770468152e+00
1.5880000000e+00,4.0780350734e+00
1.5920000000e+00,4.0790194097e+00
1.5960000000e+00,4.0799998396e+00
1.6000000000e+00,4.0809763781e+00
1.6040000000e+00,4.0819490405e+00
1.6080000000e+00,4.0829178420e+00
1.6120000000e+00,4.0838827975e+00
1.6160000000e+00,4.0848439221e+00
1.6200000000e+00,4.0858012308e+00
1.6240000000e+00,4.0867547385e+00
1.6280000000e+00,4.0877044599e+00
1.6320000000e+00,4.0886504099e+00
1.6360000000e+00,4.0895926033e+00
1.6400000000e+00,4.0905310548e+00
1.6440000000e+00,4.0914657789e+00
1.6480000000e+00,4.0923967902e+00
1.6520000000e+00,4.0933241033e+00
1.6560000000e+00,4.0942477327e+00
1.6600000000e+00,4.0951676927e+00
1.6640000000e+00,4.0960839978e+00
1.6680000000e+00,4.0969966622e+00
1.6720000000e+00,4.0979057002e+00
1.6760000000e+00,4.0988111260e+00
1.6800000000e+00,4.0997129538e+00
1.6840000000e+00,4.1006111977e+00
1.6880000000e+00,4.1015058717e+00
1.6920000000e+00,4.1023969899e+00
1.6960000000e+00,4.1032845661e+00
1.7000000000e+00,4.1041686143e+00
1.7040000000e+00,4.1050491483e+00
1.7080000000e+00,4.1059261820e+00
1.7120000000e+00,4.1067997289e+00
1.7160000000e+00,4.1076698029e+00
1.7200000000e+00,4.1085364177e+00
1.7240000000e+00,4.1093995866e+00
1.7280000000e+00,4.1102593234e+00
1.7320000000e+00,4.1111156415e+00
1.7360000000e+00,4.1119685543e+00
1.7400000000e+00,4.1128180752e+00
1.7440000000e+00,4.1136642176e+00
1.7480000000e+00,4.1145069947e+00
1.7520000000e+00,4.1153464197e+00
1.7560000000e+00,4.1161825060e+00
1.7600000000e+00,4.1170152665e+00
1.7640000000e+00,4.1178447145e+00
1.7680000000e+00,4.1186708628e+00
1.7720000000e+00,4.1194937246e+00
1.7760000000e+00,4.1203133127e+00
1.7800000000e+00,4.1211296400e+00
1.7840000000e+00,4.1219427195e+00
1.7880000000e+00,4.1227525638e+00
1.7920000000e+00,4.1235591857e+00
1.7960000000e+00,4.1243625980e+00
1.8000000000e+00,4.1251628132e+00
1.8040000000e+00,4.1259598441e+00
1.8080000000e+00,4.1267537030e+00
1.8120000000e+00,4.1275444026e+00
1.8160000000e+00,4.1283319552e+00
1.8200000000e+00,4.1291163734e+00
1.8240000000e+00,4.1298976694e+00
1.8280000000e+00,4.1306758557e+00
1.8320000000e+00,4.1314509443e+00
1.8360000000e+00,4.1322229477e+00
1.8400000000e+00,4.1329918779e+00
1.8440000000e+00,4.1337577471e+00
1.8480000000e+00,4.1345205674e+00
1.8520000000e+00,4.1352803508e+00
1.8560000000e+00,4.1360371092e+00
1.8600000000e+00,4.1367908548e+00
1.8640000000e+00,4.1375415992e+00
1.8680000000e+00,4.1382893545e+00
1.8720000000e+00,4.1390341324e+00
1.8760000000e+00,4.1397759447e+00
1.8800000000e+00,4.1405148030e+00
1.8840000000e+00,4.1412507192e+00
1.8880000000e+00,4.1419837047e+00
1.8920000000e+00,4.1427137713e+00
1.8960000000e+00,4.1434409303e+00
1.9000000000e+00,4.1441651934e+00
1.9040000000e+00,4.1448865720e+00
1.9080000000e+00,4.1456050774e+00
1.9120000000e+00,4.1463207211e+00
1.9160000000e+00,4.1470335144e+00
1.9200000000e+00,4.1477434686e+00
1.9240000000e+00,4.1484505948e+00
1.9280000000e+00,4.1491549043e+00
1.9320000000e+00,4.1498564082e+00
1.9360000000e+00,4.1505551176e+00
1.9400000000e+00,4.1512510436e+00
1.9440000000e+00,4.1519441973e+00
1.9480000000e+00,4.1526345895e+00
1.9520000000e+00,4.1533222312e+00
1.9560000000e+00,4.1540071334e+00
1.9600000000e+00,4.1546893068e+00
1.9640000000e+00,4.1553687622e+00
1.9680000000e+00,4.1560455106e+00
1.9720000000e+00,4.1567195624e+00
1.9760000000e+00,4.1573909285e+00
1.9800000000e+00,4.1580596195e+00
1.9840000000e+00,4.1587256460e+00
1.9880000000e+00,4.1593890185e+00
1.9920000000e+00,4.1600497476e+00
1.9960000000e+00,4.1607078437e+00
2.0000000000e+00,4.1613633173e+00
2.0040000000e+00,4.1620161788e+00
2.0080000000e+00,4.1626664385e+00
2.0120000000e+00,4.1633141067e+00
2.0160000000e+00,4.1639591938e+00
2.0200000000e+00,4.1646017099e+00
2.0240000000e+00,4.1652416653e+00
2.0280000000e+00,4.1658790701e+00
2.0320000000e+00,4.1665139344e+00
2.0360000000e+00,4.1671462683e+00
2.0400000000e+00,4.1677760818e+00
2.0440000000e+00,4.1684033850e+00
2.0480000000e+00,4.1690281878e+00
2.0520000000e+00,4.1696505001e+00
2.0560000000e+00,4.1702703318e+00
2.0600000000e+00,4.1708876928e+00
2.0640000000e+00,4.1715025928e+00
2.0680000000e+00,4.1721150417e+00
2.0720000000e+00,4.1727250491e+00
2.0760000000e+00,4.1733326247e+00
2.0800000000e+00,4.1739377782e+00
2.0840000000e+00,4.1745405193e+00
2.0880000000e+00,4.1751408575e+00
2.0920000000e+00,4.1757388022e+00
2.0960000000e+00,4.1763343632e+00
2.1000000000e+00,4.1769275497e+00
2.1040000000e+00,4.1775183713e+00
2.1080000000e+00,4.1781068373e+00
2.1120000000e+00,4.1786929570e+00
2.1160000000e+00,4.1792767399e+00
2.1200000000e+00,4.1798581952e+00
2.1240000000e+00,4.1804373321e+00
2.1280000000e+00,4.1810141599e+00
2.1320000000e+00,4.1815886876e+00
2.1360000000e+00,4.1821609246e+00
2.1400000000e+00,4.1827308797e+00
2.1440000000e+00,4.1832985623e+00
2.1480000000e+00,4.1838639811e+00
2.1520000000e+00,4.1844271454e+00
2.1560000000e+00,4.1849880639e+00
2.1600000000e+00,4.1855467457e+00
2.1640000000e+00,4.1861031996e+00
2.1680000000e+00,4.1866574345e+00
2.1720000000e+00,4.1872094592e+00
2.1760000000e+00,4.1877592825e+00
2.1800000000e+00,4.1883069132e+00
2.1840000000e+00,4.1888523599e+00
2.1880000000e+00,4.1893956314e+00
2.1920000000e+00,4.1899367363e+00
2.1960000000e+00,4.1904756831e+00
2.2000000000e+00,4.1910124806e+00
2.2040000000e+00,4.1915471372e+00
2.2080000000e+00,4.1920796615e+00
2.2120000000e+00,4.1926100619e+00
2.2160000000e+00,4.1931383469e+00
2.2200000000e+00,4.1936645249e+00
2.2240000000e+00,4.1941886043e+00
2.2280000000e+00,4.1947105934e+00
2.2320000000e+00,4.1952305005e+00
2.2360000000e+00,4.1957483340e+00
2.2400000000e+00,4.1962641020e+00
2.2440000000e+00,4.1967778129e+00
2.2480000000e+00,4.1972894747e+00
2.2520000000e+00,4.1977990956e+00
2.2560000000e+00,4.1983066838e+00
2.2600000000e+00,4.1988122473e+00
2.2640000000e+00,4.1993157942e+00
2.2680000000e+00,4.1998173326e+00
2.2720000000e+00,4.2003168703e+00
2.2760000000e+00,4.2008144154e+00
2.2800000000e+00,4.2013099759e+00
2.2840000000e+00,4.2018035595e+00
2.2880000000e+00,4.2022951742e+00
2.2920000000e+00,4.2027848278e+00
2.2960000000e+00,4.2032725282e+00
2.3000000000e+00,4.2037582830e+00
2.3040000000e+00,4.2042421000e+00
2.3080000000e+00,4.2047239870e+00
2.3120000000e+00,4.2052039516e+00
2.3160000000e+00,4.2056820016e+00
2.3200000000e+00,4.2061581444e+00
2.3240000000e+00,4.2066323877e+00
2.3280000000e+00,4.2071047391e+00
2.3320000000e+00,4.2075752061e+00
2.3360000000e+00,4.2080437962e+00
2.3400000000e+00,4.2085105168e+00
2.3440000000e+00,4.2089753755e+00
2.3480000000e+00,4.2094383796e+00
2.3520000000e+00,4.2098995365e+00
2.3560000000e+00,4.2103588536e+00
2.3600000000e+00,4.2108163382e+00
2.3640000000e+00,4.2112719976e+00
2.3680000000e+00,4.2117258390e+00
2.3720000000e+00,4.2121778698e+00
2.3760000000e+00,4.2126280971e+00
2.3800000000e+00,4.2130765281e+00
2.3840000000e+00,4.2135231699e+00
2.3880000000e+00,4.2139680297e+00
2.3920000000e+00,4.2144111146e+00
2.3960000000e+00,4.2148524317e+00
2.4000000000e+00,4.2152919880e+00
2.4040000000e+00,4.2157297904e+00
2.4080000000e+00,4.2161658461e+00
2.4120000000e+00,4.2166001619e+00
2.4160000000e+00,4.2170327448e+00
2.4200000000e+00,4.2174636017e+00
2.4240000000e+00,4.2178927394e+00
2.4280000000e+00,4.2183201649e+00
2.4320000000e+00,4.2187458849e+00
2.4360000000e+00,4.2191699063e+00
2.4400000000e+00,4.2195922357e+00
2.4440000000e+00,4.2200128800e+00
2.4480000000e+00,4.2204318458e+00
2.4520000000e+00,4.2208491399e+00
2.4560000000e+00,4.2212647689e+00
2.4600000000e+00,4.2216787395e+00
2.4640000000e+00,4.2220910581e+00
2.4680000000e+00,4.2225017316e+00
2.4720000000e+00,4.2229107663e+00
2.4760000000e+00,4.2233181688e+00
2.4800000000e+00,4.2237239457e+00
2.4840000000e+00,4.2241281034e+00
2.4880000000e+00,4.2245306483e+00
2.4920000000e+00,4.2249315869e+00
2.4960000000e+00,4.2253309256e+00
2.5000000000e+00,4.2257286708e+00
2.5040000000e+00,4.2261248288e+00
2.5080000000e+00,4.2265194059e+00
2.5120000000e+00,4.2269124084e+00
2.5160000000e+00,4.2273038427e+00
2.5200000000e+00,4.2276937150e+00
2.5240000000e+00,4.2280820315e+00
2.5280000000e+00,4.2284687983e+00
2.5320000000e+00,4.2288540218e+00
2.5360000000e+00,4.2292377079e+00
2.5400000000e+00,4.2296198630e+00
2.5440000000e+00,4.2300004929e+00
2.5480000000e+00,4.2303796040e+00
2.5520000000e+00,4.2307572021e+00
2.5560000000e+00,4.2311332933e+00
2.5600000000e+00,4.2315078837e+00
2.5640000000e+00,4.2318809792e+00
2.5680000000e+00,4.2322525858e+00
2.5720000000e+00,4.2326227094e+00
2.5760000000e+00,4.2329913560e+00
2.5800000000e+00,4.2333585313e+00
2.5840000000e+00,4.2337242413e+00
2.5880000000e+00,4.2340884919e+00
2.5920000000e+00,4.2344512888e+00
2.5960000000e+00,4.2348126378e+00
2.6000000000e+00,4.2351725448e+00
2.6040000000e+00,4.2355310154e+00
2.6080000000e+00,4.2358880554e+00
2.6120000000e+00,4.2362436705e+00
2.6160000000e+00,4.2365978664e+00
2.6200000000e+00,4.2369506487e+00
2.6240000000e+00,4.2373020231e+00
2.6280000000e+00,4.2376519952e+00
2.6320000000e+00,4.2380005706e+00
2.6360000000e+00,4.2383477548e+00
2.6400000000e+00,4.2386935534e+00
2.6440000000e+00,4.2390379719e+00
2.6480000000e+00,4.2393810159e+00
2.6520000000e+00,4.2397226908e+00
2.6560000000e+00,4.2400630020e+00
2.6600000000e+00,4.2404019551e+00
2.6640000000e+00,4.2407395553e+00
2.6680000000e+00,4.2410758082e+00
2.6720000000e+00,4.2414107191e+00
2.6760000000e+00,4.2417442933e+00
2.6800000000e+00,4.2420765362e+00
2.6840000000e+00,4.2424074531e+00
2.6880000000e+00,4.2427370493e+00
2.6920000000e+00,4.2430653300e+00
2.6960000000e+00,4.2433923005e+00
2.7000000000e+00,4.2437179660e+00
2.7040000000e+00,4.2440423317e+00
2.7080000000e+00,4.2443654029e+00
2.7120000000e+00,4.2446871846e+00
2.7160000000e+00,4.2450076820e+00
2.7200000000e+00,4.2453269002e+00
2.7240000000e+00,4.2456448444e+00
2.7280000000e+00,4.2459615196e+00
2.7320000000e+00,4.2462769309e+00
2.7360000000e+00,4.2465910833e+00
2.7400000000e+00,4.2469039818e+00
2.7440000000e+00,4.2472156315e+00
2.7480000000e+00,4.2475260373e+00
2.7520000000e+00,4.2478352042e+00
2.7560000000e+00,4.2481431372e+00
2.7600000000e+00,4.2484498411e+00
2.7640000000e+00,4.2487553208e+00
2.7680000000e+00,4.2490595813e+00
2.7720000000e+00,4.2493626274e+00
2.7760000000e+00,4.2496644639e+00
2.7800000000e+00,4.2499650957e+00
2.7840000000e+00,4.2502645276e+00
2.7880000000e+00,4.2505627643e+00
2.7920000000e+00,4.2508598107e+00
2.7960000000e+00,4.2511556715e+00
2.8000000000e+00,4.2514503513e+00
2.8040000000e+00,4.2517438550e+00
2.8080000000e+00,4.2520361873e+00
2.8120000000e+00,4.2523273527e+00
2.8160000000e+00,4.2526173559e+00
2.8200000000e+00,4.2529062016e+00
2.8240000000e+00,4.2531938944e+00
2.8280000000e+00,4.2534804390e+00
2.8320000000e+00,4.2537658398e+00
2.8360000000e+00,4.2540501014e+00
2.8400000000e+00,4.2543332284e+00
2.8440000000e+00,4.2546152254e+00
2.8480000000e+00,4.2548960968e+00
2.8520000000e+00,4.2551758471e+00
2.8560000000e+00,4.2554544807e+00
2.8600000000e+00,4.2557320022e+00
2.8640000000e+00,4.2560084160e+00
2.8680000000e+00,4.2562837265e+00
2.8720000000e+00,4.2565579381e+00
2.8760000000e+00,4.2568310552e+00
2.8800000000e+00,4.2571030821e+00
2.8840000000e+00,4.2573740233e+00
2.8880000000e+00,4.2576438829e+00
2.8920000000e+00,4.2579126655e+00
2.8960000000e+00,4.2581803751e+00
2.9000000000e+00,4.2584470162e+00
2.9040000000e+00,4.2587125930e+00
2.9080000000e+00,4.2589771097e+00
2.9120000000e+00,4.2592405706e+00
2.9160000000e+00,4.2595029799e+00
2.9200000000e+00,4.2597643418e+00
2.9240000000e+00,4.2600246604e+00
2.9280000000e+00,4.2602839399e+00
2.9320000000e+00,4.2605421845e+00
2.9360000000e+00,4.2607993983e+00
2.9400000000e+00,4.2610555854e+00
2.9440000000e+00,4.2613107500e+00
2.9480000000e+00,4.2615648960e+00
2.9520000000e+00,4.2618180275e+00
2.9560000000e+00,4.2620701487e+00
2.9600000000e+00,4.2623212635e+00
2.9640000000e+00,4.2625713759e+00
2.9680000000e+00,4.2628204900e+00
2.9720000000e+00,4.2630686097e+00
2.9760000000e+00,4.2633157390e+00
2.9800000000e+00,4.2635618818e+00
2.9840000000e+00,4.2638070422e+00
2.9880000000e+00,4.2640512239e+00
2.9920000000e+00,4.2642944310e+00
2.9960000000e+00,4.2645366673e+00
3.0000000000e+00,4.2647779366e+00
3.0040000000e+00,4.2650182429e+00
3.0080000000e+00,4.2652575900e+00
3.0120000000e+00,4.2654959816e+00
3.0160000000e+00,4.2657334217e+00
3.0200000000e+00,4.2659699140e+00
3.0240000000e+00,4.2662054623e+00
3.0280000000e+00,4.2664400704e+00
3.0320000000e+00,4.2666737420e+00
3.0360000000e+00,4.2669064808e+00
3.0400000000e+00,4.2671382906e+00
3.0440000000e+00,4.2673691751e+00
3.0480000000e+00,4.2675991380e+00
3.0520000000e+00,4.2678281830e+00
3.0560000000e+00,4.2680563136e+00
3.0600000000e+00,4.2682835337e+00
3.0640000000e+00,4.2685098467e+00
3.0680000000e+00,4.2687352563e+00
3.0720000000e+00,4.2689597662e+00
3.0760000000e+00,4.2691833799e+00
3.0800000000e+00,4.2694061010e+00
3.0840000000e+00,4.2696279331e+00
3.0880000000e+00,4.2698488796e+00
3.0920000000e+00,4.2700689442e+00
3.0960000000e+00,4.2702881304e+00
3.1000000000e+00,4.2705064416e+00
3.1040000000e+00,4.2707238814e+00
3.1080000000e+00,4.2709404532e+00
3.1120000000e+00,4.2711561605e+00
3.1160000000e+00,4.2713710067e+00
3.1200000000e+00,4.2715849954e+00
3.1240000000e+00,4.2717981298e+00
3.1280000000e+00,4.2720104135e+00
3.1320000000e+00,4.2722218498e+00
3.1360000000e+00,4.2724324420e+00
3.1400000000e+00,4.2726421937e+00
3.1440000000e+00,4.2728511080e+00
3.1480000000e+00,4.2730591885e+00
3.1520000000e+00,4.2732664383e+00
3.1560000000e+00,4.2734728608e+00
3.1600000000e+00,4.2736784593e+00
3.1640000000e+00,4.2738832371e+00
3.1680000000e+00,4.2740871975e+00
3.1720000000e+00,4.2742903437e+00
3.1760000000e+00,4.2744926790e+00
3.1800000000e+00,4.2746942066e+00
3.1840000000e+00,4.2748949297e+00
3.1880000000e+00,4.2750948516e+00
3.1920000000e+00,4.2752939755e+00
3.1960000000e+00,4.2754923045e+00
3.2000000000e+00,4.2756898418e+00
3.2040000000e+00,4.2758865905e+00
3.2080000000e+00,4.2760825539e+00
3.2120000000e+00,4.2762777350e+00
3.2160000000e+00,4.2764721370e+00
3.2200000000e+00,4.2766657630e+00
3.2240000000e+00,4.2768586161e+00
3.2280000000e+00,4.2770506993e+00
3.2320000000e+00,4.2772420157e+00
3.2360000000e+00,4.2774325685e+00
3.2400000000e+00,4.2776223606e+00
3.2440000000e+00,4.2778113951e+00
3.2480000000e+00,4.2779996750e+00
3.2520000000e+00,4.2781872033e+00
3.2560000000e+00,4.2783739830e+00
3.2600000000e+00,4.2785600171e+00
3.2640000000e+00,4.2787453086e+00
3.2680000000e+00,4.2789298605e+00
3.2720000000e+00,4.2791136756e+00
3.2760000000e+00,4.2792967570e+00
3.2800000000e+00,4.2794791075e+00
3.2840000000e+00,4.2796607302e+00
3.2880000000e+00,4.2798416278e+00
3.2920000000e+00,4.2800218033e+00
3.2960000000e+00,4.2802012595e+00
3.3000000000e+00,4.2803799994e+00
3.3040000000e+00,4.2805580258e+00
3.3080000000e+00,4.2807353416e+00
3.3120000000e+00,4.2809119495e+00
3.3160000000e+00,4.2810878524e+00
3.3200000000e+00,4.2812630532e+00
3.3240000000e+00,4.2814375545e+00
3.3280000000e+00,4.2816113593e+00
3.3320000000e+00,4.2817844703e+00
3.3360000000e+00,4.2819568902e+00
3.3400000000e+00,4.2821286218e+00
3.3440000000e+00,4.2822996679e+00
3.3480000000e+00,4.2824700313e+00
3.3520000000e+00,4.2826397145e+00
3.3560000000e+00,4.2828087204e+00
3.3600000000e+00,4.2829770516e+00
3.3640000000e+00,4.2831447109e+00
3.3680000000e+00,4.2833117009e+00
3.3720000000e+00,4.2834780243e+00
3.3760000000e+00,4.2836436838e+00
3.3800000000e+00,4.2838086819e+00
3.3840000000e+00,4.2839730214e+00
3.3880000000e+00,4.2841367049e+00
3.3920000000e+00,4.2842997350e+00
3.3960000000e+00,4.2844621142e+00
3.4000000000e+00,4.2846238453e+00
3.4040000000e+00,4.2847849308e+00
3.4080000000e+00,4.2849453732e+00
3.4120000000e+00,4.2851051751e+00
3.4160000000e+00,4.2852643392e+00
3.4200000000e+00,4.2854228678e+00
3.4240000000e+00,4.2855807636e+00
3.4280000000e+00,4.2857380292e+00
3.4320000000e+00,4.2858946669e+00
3.4360000000e+00,4.2860506793e+00
3.4400000000e+00,4.2862060690e+00
3.4440000000e+00,4.2863608384e+00
3.4480000000e+00,4.2865149899e+00
3.4520000000e+00,4.2866685261e+00
3.4560000000e+00,4.2868214493e+00
3.4600000000e+00,4.2869737622e+00
3.4640000000e+00,4.2871254670e+00
3.4680000000e+00,4.2872765662e+00
3.4720000000e+00,4.2874270622e+00
3.4760000000e+00,4.2875769574e+00
3.4800000000e+00,4.2877262543e+00
